Product_ID,Category,Subcategory,Price,Brand,Average_Rating_of_Similar_Products,Product_Rating,Customer_Review_Sentiment_Score,Holiday,Season,Geographical_Location,Similar_Product_List,Probability_of_Recommendation
P2231,fitness,dumbbells,3418,brand b,3.2,2.8,0.86,no,summer,UK,['Dumbbells'],1.0
P2232,books,comics,3986,brand b,2.5,2.2,0.69,no,autumn,UK,['Comics'],0.55
P2233,home decor,curtains,1476,brand b,4.1,4.1,0.28,no,winter,Germany,"['Wall Art', 'Curtains', 'Lamp']",0.73
P2234,books,comics,2974,brand b,2.3,3.2,0.74,yes,winter,UK,"['Comics', 'Fiction', 'Non-fiction']",0.57
P2235,books,comics,1792,brand d,3.8,3.6,0.04,yes,autumn,UK,"['Fiction', 'Biography']",0.74
P2236,fitness,dumbbells,2439,brand a,4.2,3.1,0.21,no,winter,India,"['Treadmill', 'Dumbbells', 'Treadmill']",0.19
P2237,beauty,foundation,1659,brand c,4.7,3.9,0.74,yes,winter,India,"['Moisturizer', 'Moisturizer', 'Perfume']",0.9
P2238,fashion,t-shirt,3508,brand a,4.0,2.1,0.35,no,winter,UK,"['T-shirt', 'Shoes']",0.27
P2239,books,biography,1830,brand d,2.8,4.8,0.44,no,autumn,UK,['Fiction'],0.89
P2240,electronics,headphones,1868,brand c,2.3,4.7,0.17,yes,spring,USA,['Headphones'],0.38
P2241,home decor,cushions,4406,brand d,2.4,2.7,0.2,yes,summer,India,['Lamp'],0.14
P2242,home decor,lamp,3827,brand a,3.1,4.7,0.46,yes,spring,India,"['Wall Art', 'Curtains']",0.65
P2243,fashion,t-shirt,1237,brand d,3.7,2.6,0.16,no,summer,USA,['Jacket'],0.98
P2244,books,biography,3969,brand c,4.4,4.7,0.38,yes,spring,UK,"['Fiction', 'Non-fiction', 'Biography']",0.47
P2245,beauty,lipstick,2715,brand d,2.8,4.6,0.92,yes,spring,UK,['Perfume'],0.3
P2246,home decor,curtains,296,brand b,3.3,3.9,0.12,no,spring,Canada,['Wall Art'],0.9
P2247,fashion,shoes,611,brand d,2.6,4.7,0.51,yes,winter,USA,"['T-shirt', 'Jacket']",0.57
P2248,books,non-fiction,2814,brand d,2.2,2.5,0.65,no,winter,UK,"['Biography', 'Fiction', 'Fiction']",0.88
P2249,home decor,cushions,4820,brand a,3.5,2.0,0.48,no,summer,Germany,"['Lamp', 'Cushions']",0.4
P2250,home decor,lamp,4432,brand d,4.6,3.6,0.77,yes,winter,USA,"['Wall Art', 'Cushions', 'Lamp']",0.72
P2251,books,fiction,2198,brand c,3.7,2.9,0.02,no,spring,UK,"['Fiction', 'Comics', 'Comics']",0.44
P2252,electronics,headphones,2873,brand d,4.6,2.8,0.11,no,spring,UK,"['Headphones', 'Smartphone', 'Headphones']",0.62
P2253,beauty,moisturizer,1269,brand c,3.3,2.7,0.84,no,autumn,Canada,"['Foundation', 'Foundation', 'Moisturizer']",0.87
P2254,fitness,treadmill,2228,brand a,3.4,3.3,0.99,no,summer,USA,"['Yoga Mat', 'Dumbbells']",0.11
P2255,books,non-fiction,1361,brand b,4.1,2.3,0.24,no,winter,Germany,"['Non-fiction', 'Comics']",0.8
P2256,home decor,wall art,3440,brand d,2.1,3.1,0.55,yes,spring,UK,"['Lamp', 'Cushions', 'Cushions']",0.38
P2257,fashion,t-shirt,4935,brand d,3.7,2.1,0.7,yes,summer,USA,['T-shirt'],0.32
P2258,books,comics,1447,brand a,4.0,2.9,0.29,yes,winter,India,"['Non-fiction', 'Comics', 'Fiction']",0.93
P2259,home decor,wall art,4098,brand a,3.1,4.3,0.76,no,spring,Canada,"['Curtains', 'Cushions']",0.35
P2260,home decor,curtains,3799,brand c,4.7,4.5,0.29,no,spring,UK,"['Lamp', 'Cushions', 'Lamp']",0.42
P2261,books,biography,1024,brand c,2.6,2.5,0.22,no,autumn,UK,"['Non-fiction', 'Comics', 'Non-fiction']",0.35
P2262,books,non-fiction,2586,brand c,3.8,2.7,0.52,yes,autumn,UK,['Biography'],0.25
P2263,fashion,jacket,676,brand a,3.3,2.2,0.41,yes,winter,UK,"['Shoes', 'Jeans', 'T-shirt']",0.38
P2264,beauty,moisturizer,4648,brand d,4.1,3.1,0.76,yes,winter,Germany,"['Perfume', 'Foundation', 'Moisturizer']",0.71
P2265,fashion,jeans,2854,brand c,3.5,3.6,0.17,no,winter,Canada,['Shoes'],0.56
P2266,fitness,resistance bands,2193,brand d,4.8,4.8,0.37,yes,summer,UK,"['Treadmill', 'Resistance Bands', 'Dumbbells']",0.95
P2267,electronics,laptop,124,brand c,3.1,4.8,0.44,no,summer,UK,['Smartwatch'],0.34
P2268,electronics,smartphone,3878,brand b,2.6,4.2,0.21,no,winter,USA,"['Smartphone', 'Smartwatch']",0.2
P2269,beauty,foundation,3221,brand c,4.4,4.0,0.61,yes,autumn,Germany,"['Moisturizer', 'Lipstick', 'Moisturizer']",0.33
P2270,fitness,treadmill,1715,brand b,3.6,2.1,0.66,no,autumn,Germany,"['Treadmill', 'Dumbbells']",0.48
P2271,beauty,moisturizer,1762,brand c,4.4,4.9,0.31,yes,autumn,Canada,['Perfume'],0.89
P2272,fitness,treadmill,2569,brand d,2.2,2.1,0.68,yes,winter,USA,"['Yoga Mat', 'Yoga Mat']",0.79
P2273,beauty,perfume,3466,brand a,4.1,2.1,0.48,yes,spring,UK,"['Moisturizer', 'Foundation', 'Perfume']",0.46
P2274,fashion,jacket,3007,brand b,4.5,3.2,0.74,no,spring,India,"['T-shirt', 'Jeans']",0.57
P2275,fashion,jacket,3837,brand d,2.9,3.2,0.03,no,autumn,USA,"['T-shirt', 'T-shirt']",0.3
P2276,electronics,headphones,4762,brand c,4.6,2.8,0.47,no,autumn,Germany,"['Headphones', 'Laptop']",0.33
P2277,fashion,jacket,1167,brand a,4.3,5.0,0.13,yes,autumn,UK,['T-shirt'],0.77
P2278,fashion,t-shirt,3598,brand a,4.4,5.0,0.65,no,winter,India,"['Jacket', 'T-shirt', 'Jacket']",0.82
P2279,books,biography,528,brand d,2.3,4.2,0.03,yes,autumn,India,['Fiction'],0.57
P2280,fashion,t-shirt,3605,brand a,2.5,4.8,0.17,yes,spring,India,['Jeans'],0.33
P2281,books,fiction,1319,brand d,4.2,2.1,0.85,yes,summer,Germany,"['Biography', 'Biography']",0.37
P2282,home decor,wall art,1907,brand c,3.7,4.4,0.11,yes,winter,Germany,"['Lamp', 'Wall Art']",0.15
P2283,home decor,cushions,3960,brand a,4.0,2.1,0.79,no,summer,UK,"['Curtains', 'Lamp', 'Lamp']",0.63
P2284,home decor,wall art,3444,brand b,3.0,4.8,0.8,yes,autumn,India,"['Curtains', 'Lamp', 'Curtains']",0.73
P2285,fitness,yoga mat,1681,brand b,3.5,3.4,0.28,no,autumn,Germany,['Yoga Mat'],0.5
P2286,beauty,perfume,1209,brand b,3.9,2.0,0.36,yes,winter,UK,['Foundation'],0.47
P2287,home decor,cushions,3993,brand a,2.5,2.8,0.65,no,winter,UK,"['Lamp', 'Curtains', 'Lamp']",0.57
P2288,books,biography,2109,brand b,4.5,4.6,0.74,yes,spring,USA,"['Biography', 'Fiction']",0.32
P2289,home decor,lamp,861,brand a,4.6,4.7,0.2,yes,autumn,UK,['Curtains'],0.9
P2290,books,non-fiction,4877,brand b,4.8,2.5,0.37,yes,winter,UK,"['Biography', 'Biography', 'Comics']",0.36
P2291,beauty,perfume,1088,brand c,2.8,4.9,0.38,yes,spring,India,['Perfume'],0.35
P2292,home decor,wall art,2581,brand a,3.3,3.6,0.04,yes,spring,Canada,"['Curtains', 'Curtains', 'Lamp']",0.26
P2293,home decor,wall art,2820,brand c,2.7,2.3,0.5,no,summer,UK,"['Lamp', 'Cushions', 'Curtains']",0.63
P2294,books,biography,4934,brand c,2.2,4.9,0.76,yes,winter,Germany,"['Comics', 'Non-fiction']",0.3
P2295,fitness,dumbbells,4664,brand a,4.5,2.3,0.62,no,autumn,Canada,"['Yoga Mat', 'Yoga Mat']",0.78
P2296,beauty,foundation,2183,brand d,4.4,3.2,0.69,no,spring,Germany,['Lipstick'],0.66
P2297,fashion,jeans,1359,brand c,4.5,2.7,0.23,no,autumn,Germany,"['Jeans', 'Jeans', 'T-shirt']",0.34
P2298,fashion,jacket,382,brand a,4.6,2.8,0.96,no,autumn,USA,"['Jacket', 'Jacket']",0.5
P2299,beauty,foundation,2726,brand a,4.3,2.8,0.78,no,summer,India,"['Moisturizer', 'Perfume', 'Moisturizer']",0.8
P2300,fitness,yoga mat,1048,brand a,4.3,3.1,0.3,no,spring,UK,"['Dumbbells', 'Resistance Bands', 'Resistance Bands']",0.52
P2301,fitness,treadmill,3669,brand b,4.6,3.5,0.15,yes,summer,USA,"['Treadmill', 'Treadmill']",0.42
P2302,electronics,smartwatch,1163,brand d,5.0,4.2,0.79,no,spring,India,"['Smartwatch', 'Headphones']",0.81
P2303,fashion,t-shirt,4401,brand c,4.7,4.0,0.75,yes,winter,Germany,"['Jacket', 'Shoes']",0.48
P2304,electronics,smartwatch,3358,brand a,2.5,3.0,0.03,no,spring,USA,"['Smartphone', 'Laptop']",0.5
P2305,electronics,smartwatch,4416,brand b,3.0,4.8,0.64,no,spring,India,"['Smartwatch', 'Smartphone', 'Headphones']",0.65
P2306,fashion,jeans,2235,brand c,2.5,2.4,0.48,no,autumn,UK,['Jacket'],0.71
P2307,home decor,curtains,277,brand b,2.1,2.3,0.39,no,autumn,UK,"['Lamp', 'Cushions']",0.61
P2308,electronics,smartphone,160,brand a,2.3,4.3,0.59,yes,spring,India,"['Headphones', 'Smartwatch']",0.41
P2309,beauty,moisturizer,4621,brand d,2.2,2.8,0.8,yes,summer,Germany,"['Moisturizer', 'Perfume']",0.97
P2310,home decor,cushions,4539,brand a,3.1,2.7,0.01,no,summer,Germany,"['Cushions', 'Cushions', 'Curtains']",0.19
P2311,books,biography,1953,brand a,4.7,2.6,0.45,no,summer,Germany,['Biography'],0.15
P2312,books,biography,2694,brand c,3.2,2.7,0.79,no,spring,Germany,"['Biography', 'Fiction']",0.49
P2313,beauty,moisturizer,1404,brand d,3.0,2.9,0.23,yes,spring,USA,"['Foundation', 'Moisturizer']",0.36
P2314,fitness,resistance bands,1902,brand d,2.3,3.9,0.84,no,autumn,India,"['Yoga Mat', 'Yoga Mat', 'Yoga Mat']",0.84
P2315,beauty,moisturizer,2062,brand d,2.9,4.9,0.83,yes,winter,Canada,"['Moisturizer', 'Lipstick']",0.58
P2316,books,comics,2955,brand c,3.9,3.6,0.74,no,spring,USA,"['Comics', 'Biography', 'Biography']",0.23
P2317,books,fiction,2037,brand c,3.6,3.0,0.28,no,winter,USA,"['Fiction', 'Fiction', 'Comics']",0.94
P2318,electronics,smartphone,592,brand d,2.8,4.0,0.91,no,winter,UK,"['Headphones', 'Smartphone']",0.38
P2319,electronics,smartwatch,1769,brand b,2.9,2.9,0.13,no,autumn,Germany,['Smartphone'],0.4
P2320,fitness,treadmill,4041,brand a,4.1,2.4,0.83,yes,summer,USA,"['Resistance Bands', 'Resistance Bands', 'Yoga Mat']",0.89
P2321,home decor,lamp,4185,brand a,5.0,2.6,0.27,yes,summer,Canada,"['Wall Art', 'Wall Art', 'Wall Art']",0.26
P2322,home decor,wall art,3241,brand b,4.7,3.8,0.06,no,winter,India,"['Cushions', 'Cushions']",0.21
P2323,fitness,yoga mat,2024,brand d,3.5,2.2,0.86,yes,summer,India,"['Resistance Bands', 'Dumbbells', 'Dumbbells']",0.48
P2324,fitness,dumbbells,212,brand d,4.9,3.6,0.99,yes,spring,UK,"['Dumbbells', 'Yoga Mat', 'Resistance Bands']",0.58
P2325,beauty,foundation,4583,brand d,4.2,2.2,0.36,yes,summer,UK,"['Perfume', 'Foundation', 'Perfume']",0.61
P2326,beauty,foundation,896,brand b,2.7,4.7,0.39,no,autumn,Germany,['Moisturizer'],0.73
P2327,fashion,shoes,1570,brand c,4.3,4.3,0.04,no,winter,Canada,['T-shirt'],0.61
P2328,beauty,foundation,2110,brand d,2.4,4.4,0.2,yes,winter,USA,['Foundation'],0.12
P2329,fitness,yoga mat,2620,brand a,3.5,2.3,0.37,yes,autumn,USA,"['Resistance Bands', 'Treadmill']",0.72
P2330,books,fiction,1105,brand a,3.0,2.7,0.68,no,spring,Canada,"['Non-fiction', 'Non-fiction', 'Comics']",0.17
P2331,books,comics,1711,brand b,2.4,3.9,0.11,yes,winter,UK,"['Biography', 'Biography']",0.58
P2332,books,fiction,3058,brand c,2.6,4.1,0.52,yes,autumn,India,['Comics'],0.13
P2333,home decor,wall art,411,brand b,2.4,4.2,0.51,yes,winter,UK,"['Wall Art', 'Wall Art', 'Lamp']",0.98
P2334,home decor,lamp,2697,brand d,2.6,3.0,0.71,no,spring,Canada,"['Lamp', 'Wall Art']",0.65
P2335,beauty,foundation,4488,brand c,3.7,4.2,0.14,no,spring,India,"['Perfume', 'Lipstick']",0.92
P2336,fitness,resistance bands,2576,brand c,4.9,3.7,0.22,no,winter,Canada,['Yoga Mat'],0.73
P2337,beauty,foundation,2996,brand a,3.1,2.6,0.96,yes,winter,Germany,"['Perfume', 'Perfume']",0.9
P2338,fashion,jeans,424,brand b,3.8,4.2,0.92,no,winter,UK,"['T-shirt', 'Jacket']",0.76
P2339,electronics,laptop,3838,brand a,4.6,3.5,0.63,yes,summer,Canada,"['Smartwatch', 'Headphones']",0.56
P2340,fashion,shoes,2604,brand c,4.0,2.6,0.76,yes,autumn,Canada,['T-shirt'],0.53
P2341,home decor,wall art,4676,brand d,4.6,2.5,0.32,yes,summer,Canada,"['Wall Art', 'Curtains']",0.86
P2342,fashion,shoes,895,brand d,2.0,4.9,0.13,yes,spring,India,"['Jacket', 'Shoes']",0.51
P2343,fitness,resistance bands,176,brand b,2.6,4.0,0.51,no,spring,USA,"['Dumbbells', 'Dumbbells', 'Dumbbells']",0.95
P2344,fitness,yoga mat,1754,brand c,3.6,4.4,0.98,no,autumn,India,"['Dumbbells', 'Dumbbells']",0.68
P2345,fashion,jacket,442,brand d,2.1,4.4,0.77,yes,summer,USA,['Shoes'],0.5
P2346,books,comics,3578,brand b,2.2,4.1,0.2,no,autumn,USA,['Comics'],0.5
P2347,books,non-fiction,1849,brand b,3.8,2.4,0.82,yes,winter,India,"['Non-fiction', 'Non-fiction', 'Biography']",0.44
P2348,beauty,perfume,2606,brand d,4.4,4.2,0.88,no,winter,UK,['Perfume'],0.43
P2349,fitness,yoga mat,2792,brand d,2.3,2.3,0.69,yes,summer,Germany,['Dumbbells'],0.76
P2350,fitness,treadmill,1121,brand a,3.6,5.0,0.22,no,summer,USA,"['Resistance Bands', 'Treadmill', 'Dumbbells']",0.12
P2351,home decor,cushions,3872,brand c,4.3,3.3,0.74,yes,summer,Germany,"['Cushions', 'Curtains']",0.97
P2352,home decor,cushions,4527,brand b,4.1,2.7,0.8,no,autumn,Germany,['Cushions'],0.55
P2353,beauty,lipstick,1257,brand a,3.4,3.9,0.18,no,autumn,Canada,"['Perfume', 'Foundation', 'Moisturizer']",0.53
P2354,fashion,jacket,910,brand a,3.3,4.5,0.04,yes,summer,UK,"['Shoes', 'Shoes', 'Jacket']",0.43
P2355,books,biography,1593,brand d,4.2,3.5,0.39,yes,autumn,USA,['Comics'],0.94
P2356,books,fiction,1907,brand c,4.9,3.2,0.69,yes,spring,Germany,"['Comics', 'Comics']",0.57
P2357,electronics,smartphone,259,brand b,4.8,2.8,0.84,yes,summer,USA,"['Headphones', 'Headphones']",0.66
P2358,electronics,headphones,3864,brand d,4.6,3.3,0.39,no,winter,UK,"['Headphones', 'Headphones']",0.29
P2359,fashion,shoes,2395,brand d,4.1,2.0,0.17,yes,autumn,Canada,"['T-shirt', 'Shoes']",0.6
P2360,home decor,wall art,577,brand d,3.0,4.5,0.35,yes,summer,Canada,"['Cushions', 'Wall Art', 'Cushions']",0.99
P2361,home decor,cushions,3093,brand a,5.0,4.8,0.78,no,winter,Canada,"['Cushions', 'Lamp']",0.99
P2362,fashion,shoes,3091,brand a,4.8,2.2,0.07,yes,summer,Germany,['Jeans'],0.76
P2363,fitness,resistance bands,511,brand c,4.7,3.9,0.98,yes,autumn,Germany,"['Resistance Bands', 'Yoga Mat', 'Treadmill']",0.12
P2364,books,non-fiction,2849,brand d,4.6,4.3,0.91,yes,spring,India,"['Biography', 'Non-fiction']",0.99
P2365,electronics,smartwatch,4645,brand b,3.7,4.5,0.62,no,spring,India,['Headphones'],0.58
P2366,fashion,shoes,877,brand c,2.8,3.7,0.26,yes,spring,UK,['T-shirt'],0.52
P2367,books,comics,3845,brand b,4.0,2.2,0.78,no,winter,USA,['Fiction'],0.2
P2368,beauty,lipstick,1983,brand c,3.7,2.8,0.58,yes,autumn,USA,"['Foundation', 'Perfume', 'Perfume']",0.78
P2369,home decor,wall art,1403,brand b,3.6,3.9,0.51,no,winter,USA,['Wall Art'],0.96
P2370,fashion,jacket,2692,brand d,4.4,4.0,0.37,yes,autumn,UK,"['Jacket', 'T-shirt', 'T-shirt']",0.82
P2371,fitness,resistance bands,4547,brand c,4.4,4.2,0.18,yes,summer,Germany,"['Treadmill', 'Dumbbells', 'Treadmill']",0.37
P2372,beauty,foundation,4157,brand c,3.1,2.9,0.53,no,spring,USA,"['Lipstick', 'Lipstick']",0.83
P2373,books,comics,3947,brand a,2.4,4.5,0.8,no,winter,Canada,"['Comics', 'Non-fiction', 'Comics']",0.34
P2374,home decor,curtains,3256,brand c,4.8,4.6,0.25,no,autumn,India,"['Curtains', 'Lamp', 'Curtains']",0.16
P2375,fitness,yoga mat,4382,brand d,4.2,2.3,0.14,yes,spring,Germany,"['Yoga Mat', 'Dumbbells', 'Yoga Mat']",0.84
P2376,home decor,cushions,1882,brand b,2.4,4.9,0.43,no,summer,UK,"['Wall Art', 'Cushions']",0.25
P2377,beauty,perfume,3509,brand a,4.3,4.5,0.91,no,winter,USA,['Foundation'],0.76
P2378,books,biography,3232,brand c,2.8,3.4,0.29,no,autumn,UK,"['Biography', 'Comics']",0.44
P2379,books,fiction,1224,brand d,3.9,2.6,0.65,no,autumn,India,"['Comics', 'Biography', 'Biography']",0.81
P2380,electronics,headphones,2984,brand b,2.3,4.0,0.8,yes,summer,India,"['Smartphone', 'Smartphone']",0.38
P2381,fitness,resistance bands,4382,brand c,2.1,2.8,0.35,no,spring,USA,"['Treadmill', 'Dumbbells', 'Resistance Bands']",0.79
P2382,home decor,cushions,490,brand b,4.5,3.0,0.36,no,autumn,Germany,['Cushions'],0.78
P2383,books,comics,2526,brand b,2.0,3.5,0.16,no,spring,India,"['Biography', 'Biography']",0.32
P2384,fashion,jacket,1875,brand c,4.0,3.8,0.07,yes,spring,USA,"['Jacket', 'Jacket']",0.74
P2385,fashion,jacket,1323,brand b,3.7,2.1,0.82,yes,autumn,Canada,"['Jeans', 'Jacket', 'T-shirt']",0.91
P2386,fashion,t-shirt,4053,brand d,3.6,2.5,0.54,no,spring,Germany,"['Jacket', 'Jacket']",0.88
P2387,beauty,moisturizer,175,brand b,4.3,2.0,0.42,no,spring,Germany,['Foundation'],0.28
P2388,electronics,headphones,4233,brand a,3.2,4.1,0.54,yes,winter,India,"['Headphones', 'Laptop']",0.54
P2389,electronics,headphones,1955,brand c,4.5,2.2,0.32,yes,spring,Canada,['Laptop'],0.76
P2390,fashion,shoes,2690,brand a,4.1,2.3,0.7,no,spring,India,['Jacket'],0.22
P2391,fashion,t-shirt,1302,brand c,3.7,2.6,0.42,yes,spring,UK,"['Jacket', 'Jeans']",0.24
P2392,fashion,shoes,3706,brand b,4.9,3.6,0.3,no,spring,Canada,"['Jacket', 'Shoes', 'Jacket']",0.31
P2393,fashion,shoes,2193,brand a,3.5,3.0,0.5,yes,summer,Canada,['Shoes'],0.94
P2394,electronics,headphones,2380,brand b,4.9,4.6,0.28,no,winter,India,['Smartphone'],0.74
P2395,electronics,headphones,2249,brand b,4.1,4.7,0.24,yes,autumn,USA,"['Headphones', 'Smartwatch']",0.54
P2396,fitness,yoga mat,1057,brand a,4.1,3.2,0.9,no,autumn,USA,"['Treadmill', 'Resistance Bands', 'Resistance Bands']",0.66
P2397,fitness,yoga mat,2065,brand d,3.7,3.5,0.51,yes,summer,India,"['Resistance Bands', 'Treadmill']",0.47
P2398,fashion,jeans,2603,brand c,3.8,4.9,0.43,no,spring,UK,"['Jeans', 'Jacket']",0.44
P2399,fashion,jeans,979,brand a,2.7,3.3,0.53,yes,winter,India,"['Jacket', 'Jacket', 'Jacket']",0.41
P2400,fashion,jacket,2101,brand c,4.5,3.2,0.4,yes,winter,USA,"['Jeans', 'Jeans', 'Jacket']",0.72
P2401,books,non-fiction,2995,brand b,2.8,4.2,0.77,yes,winter,India,"['Non-fiction', 'Non-fiction']",0.48
P2402,beauty,moisturizer,396,brand a,2.8,3.2,0.33,no,spring,Canada,['Foundation'],0.66
P2403,home decor,wall art,967,brand c,2.1,3.4,0.28,no,autumn,Germany,"['Lamp', 'Cushions']",0.99
P2404,home decor,cushions,1952,brand d,4.4,3.0,0.2,no,winter,Canada,"['Curtains', 'Wall Art']",0.65
P2405,beauty,perfume,557,brand c,2.2,3.4,0.31,yes,autumn,India,"['Moisturizer', 'Perfume', 'Perfume']",0.14
P2406,fitness,treadmill,3611,brand c,4.9,2.5,0.48,no,summer,Germany,"['Dumbbells', 'Dumbbells', 'Resistance Bands']",0.52
P2407,fashion,jeans,724,brand c,4.3,3.2,0.99,yes,spring,India,['Jeans'],0.58
P2408,electronics,smartphone,3775,brand c,2.1,3.1,0.05,yes,spring,India,"['Laptop', 'Smartphone']",0.36
P2409,home decor,cushions,1651,brand a,3.8,3.8,0.55,yes,spring,UK,['Cushions'],0.29
P2410,beauty,lipstick,4222,brand c,4.0,4.8,0.42,no,winter,UK,"['Lipstick', 'Moisturizer', 'Foundation']",0.23
P2411,electronics,smartwatch,4543,brand d,4.9,3.5,0.43,yes,winter,USA,"['Headphones', 'Smartphone', 'Smartwatch']",0.5
P2412,books,biography,1868,brand b,3.2,3.3,0.66,no,winter,USA,"['Comics', 'Comics']",0.51
P2413,fashion,t-shirt,3073,brand d,2.7,3.7,0.61,no,winter,UK,"['T-shirt', 'Jeans']",0.88
P2414,fitness,dumbbells,4078,brand c,4.0,4.9,0.28,yes,winter,Germany,"['Treadmill', 'Treadmill', 'Treadmill']",0.53
P2415,electronics,smartwatch,3932,brand d,4.0,4.7,0.67,no,winter,Germany,['Headphones'],0.13
P2416,home decor,curtains,2646,brand c,2.4,2.1,0.06,no,autumn,India,"['Cushions', 'Curtains']",0.84
P2417,home decor,lamp,2925,brand a,3.1,2.9,0.09,yes,spring,India,"['Wall Art', 'Wall Art']",0.54
P2418,home decor,lamp,4939,brand b,4.9,3.1,0.85,yes,winter,USA,"['Curtains', 'Cushions', 'Wall Art']",0.87
P2419,home decor,curtains,937,brand d,2.8,3.9,0.42,no,autumn,USA,"['Curtains', 'Cushions']",0.27
P2420,books,biography,1937,brand c,4.1,4.3,0.69,no,winter,USA,"['Comics', 'Biography', 'Non-fiction']",0.33
P2421,home decor,curtains,3263,brand a,5.0,3.1,0.18,no,spring,USA,['Wall Art'],0.71
P2422,home decor,cushions,2549,brand a,4.6,4.7,0.07,yes,autumn,USA,"['Curtains', 'Wall Art']",0.94
P2423,fashion,t-shirt,3156,brand c,4.7,3.3,0.71,no,summer,Germany,"['Jeans', 'Jacket', 'T-shirt']",0.45
P2424,beauty,lipstick,3201,brand c,4.0,2.8,0.3,yes,winter,USA,"['Lipstick', 'Moisturizer', 'Perfume']",0.4
P2425,books,biography,3752,brand d,4.7,3.8,0.45,no,summer,UK,['Fiction'],0.6
P2426,home decor,cushions,4130,brand a,3.2,2.8,0.42,no,spring,UK,"['Curtains', 'Cushions', 'Curtains']",0.3
P2427,beauty,lipstick,1741,brand c,2.5,4.4,0.25,no,autumn,USA,"['Foundation', 'Lipstick', 'Moisturizer']",0.81
P2428,home decor,curtains,544,brand a,3.7,2.2,0.81,no,winter,Canada,"['Curtains', 'Cushions']",0.8
P2429,fashion,t-shirt,3114,brand b,4.5,4.0,0.29,yes,autumn,UK,['Jeans'],0.46
P2430,electronics,headphones,4831,brand c,4.6,3.9,0.44,yes,spring,Canada,['Headphones'],0.14
P2431,beauty,foundation,2895,brand c,2.4,3.4,0.79,yes,spring,USA,"['Foundation', 'Perfume', 'Lipstick']",0.61
P2432,home decor,lamp,1105,brand d,3.0,3.5,0.8,no,summer,India,"['Wall Art', 'Wall Art']",0.2
P2433,fitness,dumbbells,2575,brand b,2.6,4.2,0.11,yes,winter,UK,['Treadmill'],0.35
P2434,fashion,t-shirt,3503,brand d,3.5,2.4,0.78,no,spring,Canada,"['Jeans', 'T-shirt', 'Jacket']",0.28
P2435,home decor,wall art,4008,brand b,4.7,3.4,0.78,yes,summer,India,"['Wall Art', 'Wall Art', 'Lamp']",0.47
P2436,fashion,t-shirt,2811,brand a,3.9,2.3,0.66,no,spring,USA,"['Shoes', 'T-shirt', 'Jeans']",0.85
P2437,books,comics,792,brand c,2.3,2.3,0.83,yes,winter,USA,"['Biography', 'Fiction']",0.31
P2438,books,non-fiction,2667,brand c,3.0,2.5,0.92,no,winter,India,"['Fiction', 'Fiction']",0.91
P2439,beauty,perfume,4898,brand c,2.2,2.9,0.52,yes,summer,India,"['Perfume', 'Lipstick']",0.29
P2440,home decor,curtains,327,brand c,2.4,4.2,0.88,yes,summer,USA,"['Cushions', 'Lamp', 'Cushions']",0.37
P2441,books,fiction,2717,brand d,5.0,4.9,0.72,yes,winter,USA,"['Comics', 'Comics']",0.12
P2442,home decor,lamp,2909,brand b,4.5,4.2,0.89,yes,summer,India,"['Wall Art', 'Cushions']",0.67
P2443,electronics,headphones,2927,brand d,2.4,2.1,0.95,yes,autumn,UK,"['Smartwatch', 'Smartphone', 'Smartwatch']",0.37
P2444,books,non-fiction,2291,brand c,4.3,4.7,0.03,no,winter,India,"['Comics', 'Non-fiction', 'Comics']",0.89
P2445,home decor,lamp,4326,brand c,3.8,2.4,0.07,yes,autumn,Germany,"['Cushions', 'Cushions', 'Curtains']",0.45
P2446,fashion,t-shirt,3380,brand b,3.0,2.9,0.51,no,winter,Canada,['T-shirt'],0.45
P2447,fitness,resistance bands,1529,brand c,2.3,2.7,0.48,no,summer,Germany,"['Dumbbells', 'Yoga Mat']",0.63
P2448,fitness,yoga mat,4852,brand c,4.4,4.5,0.95,no,spring,Germany,"['Dumbbells', 'Dumbbells', 'Resistance Bands']",0.58
P2449,fitness,treadmill,1508,brand d,2.7,4.1,0.51,no,autumn,Germany,"['Yoga Mat', 'Yoga Mat']",0.19
P2450,books,biography,3181,brand b,2.2,3.4,0.27,no,summer,Germany,['Comics'],0.14
P2451,electronics,smartphone,449,brand d,3.0,4.6,0.94,no,summer,India,"['Headphones', 'Smartphone', 'Smartwatch']",0.12
P2452,home decor,cushions,1532,brand d,2.8,2.5,0.66,no,autumn,Canada,['Wall Art'],0.25
P2453,books,biography,1802,brand d,3.2,2.8,0.87,yes,summer,Germany,"['Non-fiction', 'Non-fiction', 'Comics']",0.74
P2454,home decor,curtains,1126,brand a,3.6,2.6,0.07,yes,winter,India,['Curtains'],0.87
P2455,home decor,cushions,4788,brand a,2.6,4.0,0.86,yes,autumn,Canada,['Cushions'],0.85
P2456,books,comics,3577,brand c,3.0,3.1,0.09,yes,winter,India,"['Comics', 'Non-fiction']",0.41
P2457,books,fiction,853,brand c,2.8,2.1,0.38,yes,winter,USA,"['Biography', 'Non-fiction', 'Biography']",0.23
P2458,home decor,curtains,3964,brand c,2.0,2.3,0.27,yes,autumn,Canada,"['Curtains', 'Curtains', 'Cushions']",0.1
